,Reason i,Reason j,Correlations,Human Score
0,"If Tamika lies, then Raymond tells the truth.","If Willian tells the truth, then Shaunda lies.",0.06526077097505668,
1,"If Raymond tells the truth, then Willian tells the truth.","If Willian tells the truth, then Shaunda lies.",0.061224489795918366,
2,"If Tamika lies, then Raymond tells the truth.","If Raymond tells the truth, then Willian tells the truth.",0.060884353741496595,
3,Willian is lying.,Elanor is lying.,0.056598639455782314,
4,"If Raymond tells the truth, Willian tells the truth.","If Willian tells the truth, Shaunda lies.",0.05331065759637188,
5,Raymond is lying.,Willian is lying.,0.04854875283446712,
6,"If Tamika lies, Raymond tells the truth.","If Raymond tells the truth, Willian tells the truth.",0.04795918367346939,
7,"If Tamika lies, Raymond tells the truth.","If Willian tells the truth, Shaunda lies.",0.04795918367346939,
8,Raymond is lying.,Elanor is lying.,0.04707482993197279,
9,Shaunda tells the truth.,Raymond tells the truth.,0.045396825396825394,
10,Elanor tells the truth.,"If Tamika lies, Raymond tells the truth.",0.04421768707482993,
11,"If Raymond tells the truth, Willian tells the truth.","If Shaunda tells the truth, Elanor tells the truth.",0.04408163265306122,
12,"If Willian tells the truth, Shaunda lies.","If Shaunda tells the truth, Elanor tells the truth.",0.04408163265306122,
13,"If Raymond tells the truth, then Willian tells the truth.","If Shaunda tells the truth, then Elanor tells the truth.",0.04353741496598639,
14,"If Tamika lies, then Raymond tells the truth.","If Shaunda tells the truth, then Elanor tells the truth.",0.042993197278911564,
15,"If Tamika lies, Raymond tells the truth.","If Shaunda tells the truth, Elanor tells the truth.",0.03877551020408163,
16,"If Willian tells the truth, then Shaunda lies.","If Shaunda tells the truth, then Elanor tells the truth.",0.03850340136054422,
17,Elanor tells the truth.,"If Willian tells the truth, Shaunda lies.",0.03768707482993197,
18,Elanor is lying.,Shaunda is telling the truth.,0.03482993197278912,
19,Elanor tells the truth.,"If Raymond tells the truth, Willian tells the truth.",0.03292517006802721,
20,"If Tamika lies, then Raymond lies.","If Raymond lies, then Willian lies.",0.0319047619047619,
21,Elanor tells the truth.,"If Shaunda tells the truth, Elanor tells the truth.",0.02965986394557823,
22,"If Willian lies, then Shaunda tells the truth.","If Shaunda tells the truth, then Elanor lies.",0.026666666666666665,
23,Willian is lying.,Shaunda is telling the truth.,0.02621315192743764,
24,"If Raymond lies, then Willian lies.","If Willian lies, then Shaunda tells the truth.",0.026122448979591838,
25,Tamika is lying.,Willian is lying.,0.025034013605442176,
26,Tamika is lying.,Elanor is lying.,0.0236734693877551,
27,"If Tamika lies, Raymond tells the truth.","If Shaunda lies, Elanor tells the truth.",0.022108843537414966,
28,"If Tamika lies, then Raymond lies.","If Willian lies, then Shaunda tells the truth.",0.021904761904761903,
29,"If Raymond tells the truth, then Willian tells the truth.","If Shaunda lies, then Elanor tells the truth.",0.021768707482993196,
30,"If Willian tells the truth, then Shaunda lies.","If Shaunda lies, then Elanor tells the truth.",0.02163265306122449,
31,"If Tamika lies, then Raymond tells the truth.","If Shaunda lies, then Elanor tells the truth.",0.021496598639455782,
32,Willian tells the truth.,Tamika tells the truth.,0.021315192743764172,
33,Tamika tells the truth.,Raymond tells the truth.,0.020634920634920634,
34,Willian tells the truth.,Raymond tells the truth.,0.020317460317460317,
35,Tamika is lying.,Raymond is lying.,0.020272108843537414,
36,Tamika tells the truth.,Shaunda tells the truth.,0.02018140589569161,
37,"If Willian lies, Shaunda tells the truth.","If Shaunda tells the truth, Elanor lies.",0.018594104308390026,
38,"If Tamika lies, then Raymond lies.","If Shaunda tells the truth, then Elanor lies.",0.017936507936507938,
39,Raymond is lying.,Shaunda tells the truth.,0.017664399092970517,
40,"If Raymond lies, then Willian lies.","If Shaunda tells the truth, then Elanor lies.",0.01761904761904762,
41,Tamika is lying.,Shaunda is lying.,0.01741496598639456,
42,Shaunda is lying.,Raymond is lying.,0.01727891156462585,
43,Raymond is lying.,Shaunda is telling the truth.,0.01668934240362812,
44,Shaunda is lying.,Elanor is lying.,0.016598639455782313,
45,Elanor tells the truth.,"If Shaunda lies, Elanor tells the truth.",0.016326530612244896,
46,"If Raymond tells the truth, William tells the truth.","If William tells the truth, Shaunda lies.",0.014081632653061223,
47,"If Tamika lies, then Raymond is lying.","If Raymond lies, then Willian is lying.",0.014081632653061223,
48,"If Tamika is lying, then Raymond is telling the truth.","If Raymond is telling the truth, then Willian is telling the truth.",0.01401360544217687,
49,Tamika is lying.,Shaunda tells the truth.,0.013741496598639455,
